title,year,imdbId,tmdbId,lastApiCall,lastApiCallFailed,cachedYear,cachedRating,cachedOverview,cachedGenres,cachedRuntime,cachedSeasonCount,cachedImageUrl,cachedFreeServices,cachedPaidServices
The Shawshank Redemption,1994,tt0111161,,2025-11-17T11:09:18.318Z,true,,,,,,,,,
The Godfather,1972,tt0068646,,2025-11-17T11:09:18.318Z,false,1972,90,Winner of three Academy Awards including Best Picture; Francis Ford Coppola's epic masterpiece paints a chilling portrait of the Corleone family; balancing the story between their family life and the ugly crime business in which they are engaged.,Crime|Drama,176,,https://cdn.movieofthenight.com/show/82/poster/vertical/en/480.jpg?Expires=1784692888&Signature=Ri0td0ptc8F0jvoVJRFvZJVasv1AiAuWNE9B9yFyOtN1MgfEDMzwOFTvx8sRy4PYyGcVSNATUNlkNqaIVYmBopRHT~zZix2wJq15UC7j4Un1oq4UMAbH9gJtUl3HOv61HziEaxPheK7XEEVfqSeiAP2MKMT23Y4pQkoshgVrSN3ep~wr6OIu8G9~XcnQiosu~VuHxArtlXNueGftzkrGue3hAbORQntPVqVjSZ28IyaHyb5MLft3M7rQogWNMTWhy1emqACeiqeKbUYf7apJ7SbtalfigV0yLpdz0DxM08ev2ahhbyhu94PN4mozGrdq5kWhrji0pCRbgNk4UB0N2Q__&Key-Pair-Id=KK4HN3OO4AT5R,Hulu:https,
Casablanca,1942,tt0034583,,2025-11-17T11:09:18.318Z,false,1942,84,American expat Rick Blaine owns a nightclub in Casablanca; frequented by refugees desperate to escape German domination. Despite the ever-present human misery; Rick manages to remain uninvolved in World War II now raging across Europe and Northern Africa. But all that changes when his ex-lover; Ilsa Lund; walks through the front door of Rick's club. Rick must now choose between a life with the woman he loves and becoming the hero that the world needs.,Drama|Romance|War,102,,https://cdn.movieofthenight.com/show/519/poster/vertical/en/480.jpg?Expires=1782487331&Signature=YiJxhkB68N4MFBB0OFw0-Rxr0yFIbN7pQ14f1SVDk5SiyJSNhMAW~95yy96xLq-PbiqQ4p2DotJzZ75WHRg0wPR2bw4gl1qCEwcjnzBWjFdmNOmIOoiao7y-ms31kqxniWYi3pwnyfKITIAmv12BRpDO09CWSywBHRPcMbUEEINLFbC7JxjV3Ivwnjd2O0U0Bt34TkbZY~3Ql~kVYIzDm7LM8PiTtYx4fW8LzGRpeVXnHXmxVcotzBbhy9-TfqFsRULSfLWne7eS0~27tdemL17JDskSOZ3nmme5CpLW3EoeRjblok5ZObSoSXx-i3lRPrh5-yU-Q04mimLXGcFjyQ__&Key-Pair-Id=KK4HN3OO4AT5R,Hulu:https,
12 Angry Men,1957,tt0050083,,2025-11-17T11:09:18.318Z,false,1957,88,A twelve-person jury becomes increasingly tense with arguments continuing into the night as one juror must convince the other eleven he is right.,Crime|Drama,92,,https://cdn.movieofthenight.com/show/277/poster/vertical/en/480.jpg?Expires=1784704954&Signature=WHzkIcTUqj4Hosn2wr5BdeLE4oxKj8maj8jPNY6hVh~pzCNFiAEhmRIiDrIpPd0HYrHPZP1HhgpK90hwrsI1aW~CLNsTANwwZEGBSCoZBE8vN5QwUbxZ44FOdq7m2blOAIH-6K-pf~8MN6twpVLH20KyBu8I0uKUUuzukeJ2QD0LqgUWJuNzvkxrrQL9p15SM05U2ZXB~5cODlpQDX97FdT09raeqzIDtKjdZSuCw~yxvhz6jQZDBgwOVOQPQsf1LmexmT6ePgiI92TY6ppIgF0a8huQGV7p2YIRm5BFmPcwH8yr2H-iNzLnGtByv8mX0o-Gzq1grQxW1htW8wy2LQ__&Key-Pair-Id=KK4HN3OO4AT5R,,Prime Video:https|Prime Video:https|Prime Video:https
Schindler's List,1993,tt0108052,,2025-11-17T11:09:18.318Z,false,1993,89,Liam Neeson stars as Oskar Schindler; who tries to save Jewish workers from the Nazis. Violence/strong language/mature themes/flashing images. (1993)(188 mins),Drama|History,196,,https://cdn.movieofthenight.com/show/112/poster/vertical/en/480.jpg?Expires=1784706361&Signature=cSgenObZb3ilndMFOOOP8t6ehb6VEE1NAPhBNh996rT9FGpo2mzCPjDipX7Ysxq6YLN44GXQGenyBwUWU2u1CYv~4kEWjZPZdIZ6p9eDyqlNLNFf5b3O1jtqixJE3C3fep6d3zE9Jj89QauOWcjO1mL7pd7Hami352O9Yf7KccK7Qdf~Zu~Abjm9~IYEOsDgVl2Vfnkte0qYanavWBpZ4RFhbXaJufx-SeclfxRI6oV1Fy2VSTvjSDg4A~baEsLGVzrc~~0SdAaQ5ROdT6vi-OQaqHl8cl2zCoQz9-3~UiWOHJXjT3NRmNFyJ-LgZINjn0ECNhWosnrd4LBm0eGEwg__&Key-Pair-Id=KK4HN3OO4AT5R,,Prime Video:https|Prime Video:https
The Sound of Music,1965,tt0059742,,2025-11-17T11:09:18.318Z,false,1965,80,A tuneful; heartwarming story based on the real life story of the Von Trapp Family singers; one of the world's best-known concert groups in the era immediately preceding World War II. Julie Andrews is Maria; the tomboyish postulant at an Austrian abbey who becomes a governess in the home of a widowed naval captain with seven children; and brings a new love of life and music into the home.,Drama|Family,175,,https://cdn.movieofthenight.com/show/1808/poster/vertical/en/480.jpg?Expires=1782484673&Signature=hCJKU3W5TPYCNQDMmUbJ6IFd01riplNQwCgpmtJWEHB~uu5okS~AEsNQ3wq-XsgXxmrOQGDX0J9skGf7lg40Ee26K9EfsBHaCX7tLfvFsT6kNCZAuAnJ666ocC6Szr9MJxhWdGjH0Nqzt7jqkC8zs9Oh8j-4kDmTnYo29wdUiRYBd0H81~JFRq1zDy4fgu1CthkMUnmx0dz4R9Hh66UWiXDimxexgIXvh6kwvXOo1JvtuyhfdJi00LY~OvZwGGIXciRJGYcOQRxdXYdjeluRFt1oZTkPXEYu7UoIp0t6aekGKuS-sL-hDv8lWYTZD9RIGB7c83deqOD7E3nlhDqtbg__&Key-Pair-Id=KK4HN3OO4AT5R,Disney+:https|Hulu:https,
Forrest Gump,1994,tt0109830,,2025-11-17T11:09:18.318Z,false,1994,87,Tom Hanks gives an Oscar-winning performance as a simple-minded man who becomes a war hero and businessman all while pursuing the love of his life.,Drama|Romance,142,,https://cdn.movieofthenight.com/show/74/poster/vertical/en/480.jpg?Expires=1784706545&Signature=NJM6bfT7ym07TzQPRZOqVuPlTFUwsbwWAEWxzpQ4D5wJ3J4kPirWjhxebK7kUlrr2uhntZQVT2FPpDA~iMhksbD0NkeXFTbQW9-VKJpbplnQ~3WZJsid7XhSMoUxq91IzmFwnO0KDUaAPfEHHB-ksxbF4I0jLn8u8VWAsEvciCvCMFBP6mh9O~zGNW~8HWi585I4SGVpUDozBl9B8uW6xx63-FyzH2vnzT7e5a7lE9ZSP2Sqb4JAhUrbirsQeHJwqKoF~Wzvwu-67Jf4-ds8d~otxZLHh4dUQxdHwSm~w~8-zWU1VLRBqVPWB-nCBYG2fpGThT0WdlTjNY7HkTuFBQ__&Key-Pair-Id=KK4HN3OO4AT5R,,Prime Video:https|Prime Video:https
It's a Wonderful Life,1946,tt0038650,,2025-11-17T11:09:18.318Z,false,1946,85,The holiday classic to define all holiday classics; It's A Wonderful Life follows George Bailey; a man with so many problems he is thinking about ending it all - only for an angel to show him what life would have been like if he had never existed.,Drama|Family|Fantasy,130,,https://cdn.movieofthenight.com/show/704/poster/vertical/en/480.jpg?Expires=1784701163&Signature=TQ31IX~HSbbXOxVm8I8UQqAe6WGkfo0PEGQfBV0AiVOu5iXAu62PC02rMMLMVPSOtDZ9TwCHD~DYuabv-6cXZg7NsMOK3tbZm4uBs~s8JjsrBjkkzZXu-pUJC0v26DXHhV36xluvr6YDCPxf8GoEfCnub0Io1ptqY2mqwrFEHXtMjN7qHrtiLvBSNmI0j-vB6zvFc~yCaInZvcaL7e2hWGr0Fo1~Yu7JUUqu9dqQam32x3HSy5kGoIQhwTAe908Qi3ZqOxKjy06s7prJrvDADVywbXJgK5fwjk3qmnyfQcm9nhOvltUL2HqLSIR3~mpAv5O5X5hKYhN8FS9Me8b9MQ__&Key-Pair-Id=KK4HN3OO4AT5R,Prime Video:https|Prime Video:https|Prime Video:https,Prime Video:https|Prime Video:https|Prime Video:https|Prime Video:https
To Kill a Mockingbird,1962,tt0056592,,2025-11-17T11:09:18.318Z,false,1962,82,Atticus Finch; a lawyer in the Depression-era South; defends a black man against an undeserved rape charge; and his kids against prejudice.,Crime|Drama,129,,https://cdn.movieofthenight.com/show/1208/poster/vertical/en/480.jpg?Expires=1784695536&Signature=C5D-5LmeLgjEK0QRLgIN7KgB8yiuHOLelyIkea7m5Z8IYe-S1uLvUVnSSmXUFpMSntjXEJrk363EUcVncUkj6ToR585LW2m1f8C0SaWPSmxOeDw1c2MQ17ZMktstxhxzcnj7i8~aEb-y-sGTlru5vy1kj47i4MIDCwSiOHw91zwWC8~nc946CMyB1mj6pFWrDGPTBBpLAc4jUJA60Z03rEkkIlMRp~AHPKCHtCUUl3pzd1U8kF8XyMI5HyYm-ELZ-1XWNLTIIn21hyzgOvmBcMDLkoJsrUmhAtLnCEWhR4haPkiH4oxym0JKPrIpAWnbgxGrHYYTW2J722EgUhNk1w__&Key-Pair-Id=KK4HN3OO4AT5R,,Prime Video:https|Prime Video:https
Gone with the Wind,1939,tt0031381,,2025-11-17T11:09:18.318Z,false,1939,81,Classic tale of Scarlett O'Hara's battle to save her beloved Tara and find love during the Civil War.,Drama|Romance|War,225,,https://cdn.movieofthenight.com/show/1215/poster/vertical/en/480.jpg?Expires=1784695694&Signature=lr~kZJR8w41p1t0WmiJVlihLm1AWdMWnNl7LkiMPs2QeerwgvM-Ayy4MGJiVyWFdeLu1GZtQ1aYMmUFoZsMmdjz5qlh6Z3QIfINrT5NK1eMCestAbTuQkJd7PQf-d4EyUVjAtlWBKmq0Yx~cc1YlPbmj8ncUa9eWI9yZFiGkMzKV6wKME~gS8J9dVl22TqEvb7EIMr1bPdt0JIxdm-8yE2JdM6Gq3WYgX5WDJhreSF38o2bWx1~MsIZFzvyA3fZxuo6wVKveIDtgec87rhMXegtki4BswlMrTZBZjihkSxcWrl5-IN98k3qr2hsuKhdP9BpsR4nX-6UxoaJxMhMt6Q__&Key-Pair-Id=KK4HN3OO4AT5R,Hulu:https,
The Green Mile,1999,tt0120689,,2025-11-17T11:09:18.318Z,true,,,,,,,,,
Rain Man,1988,tt0095953,,2025-11-17T11:09:18.318Z,false,1988,79,A wheeler-dealer meets his brother; an institutionalised autistic-savant and heir to $3 million.,Drama,128,,https://cdn.movieofthenight.com/show/596/poster/vertical/en/480.jpg?Expires=1784701770&Signature=AD0TIUfoOB844Mpu2p-F1mVlBoiDZ3831ooqV-8~TwifpHh-AeKODGBByGvk13vO1SWAYZttCT4txejEShvxgbNP8wCtMh-ks4Sl6duky-3ihtA8XTRSQ9is5hnqQO7eJjXfnsKe-Q-PIOmCrv~9feJII821LobEAtcu-Io5eCCNarlnEgpbymPkZvcwa5VzyZ~3A~x7gTvR9hRyHYa38g4J~oCDUwJEo6lAwm7~ZFinRMPEjLiEWh2vXxV3CPWBKyYqVjG~wUmhCpTG01jNjiL3dIu0B155CVhgxzpFBxl9QC~JfnnxemHsfqZnln-RWSG~OJtvqqJ2ICc5DEXMUQ__&Key-Pair-Id=KK4HN3OO4AT5R,,Prime Video:https|Prime Video:https
Driving Miss Daisy,1989,tt0097239,,2025-11-17T11:09:18.318Z,false,1989,72,Elderly Jewish widow Daisy is determined to maintain her independence. But when she crashes her car; her son arranges for her to have a chauffeur; an African-American man named Hoke. Daisy and Hoke’s relationship gets off to a rocky start; but they gradually form a close friendship over the years.,Drama,99,,https://cdn.movieofthenight.com/show/4139/poster/vertical/en/480.jpg?Expires=1784746218&Signature=O1mc-fK~MTSpyp1WAFX8g5vq4VGD~jtfO0YKAxxUPIlJLnNMvPcoAbN4cC74jigbvAW0xvcboCTZae-9NKign9qsLWUNXHyC8I6ZNlXaoAQ3EkaQcE45YC4UZES58hfbErO8h84YROsj3XPx6qKmng4e7JqTife8C4itChI0dbDRFiHKbiWk559k6BWXatUXo~h66vdP4f-iqry3PItXTdTtz5piBf0YtZX9xken~ZQJp8l9QruN0L2N~xKsnFUUmUDxdY6t3DgannKzhxQrdgycwvZoLXnoj129Nvcc~u1iPzS~r--~vwc8ozxJRa-eS~BBESddPaa30Sn1UIur1Q__&Key-Pair-Id=KK4HN3OO4AT5R,,Prime Video:https|Prime Video:https
The King's Speech,2010,tt1504320,,2025-11-17T11:09:18.318Z,false,2010,79,Based on the true story of King George VI (Colin Firth) as he reluctantly assumes the throne. Considered unfit to rule and cursed with a nervous stammer; the unprepared monarch turns to an unorthodox speech therapist; Lionel Logue (Geoffrey Rush).,Drama|History,118,,https://cdn.movieofthenight.com/show/370/poster/vertical/en/480.jpg?Expires=1784703459&Signature=ceCnRuNBITsNq1LztLOqybepaRwgCx6yENIw4-3xNjhw-R0wWN9v2KP~WwczW6e7nBj~b82Sixfwb2RC9US7R7yJZ~~Tf69kB-PdGRiVV~5x5nSAaMqaIVn4kuA6xTm1LiRSpBIxUDFBdFzd6QKdaXn9qEi0-KjQqXFb7fBAuo~PeWYHbjWuhTyG~1p0LtyXVd4Xw6iQ~vZbMWRIn-CbeR8KN~dPYU3uNce-7~-jiXS6nxJoIoexY953UtbqBGtS-o4zi5JOfkYa8mLlwxlMPZUyXuZv7myH44yyYpeisewdZ-XVNNE-xc1k5RuX-1nUHZsyMsYm1zeOQ-nualuhVg__&Key-Pair-Id=KK4HN3OO4AT5R,,Prime Video:https|Prime Video:https|Prime Video:https
A Beautiful Mind,2001,tt0268978,,2025-11-17T11:09:18.318Z,false,2001,81,A Beautiful Mind stars Russell Crowe as brilliant mathematician John Nash; on the brink of international acclaim when he becomes entangled in a conspiracy. Now only his devoted wife can help him in this powerful story of courage and triumph.,Drama|Mystery,135,,https://cdn.movieofthenight.com/show/206/poster/vertical/en/480.jpg?Expires=1784700760&Signature=e9ojw9VY9Lx86ca~y~Pv~wMf1MfthoqPNfCBkafZI2vYm1XY7hxykzsAjMwL8WMHQ2f5F~tGErgSjnG9UmlKNCRLEDnM4vPrYvH4JYEHqUXxXe5Euz9yC0vMr5GcxIuhBIZ5pLm0ajcLDKNBwxkgoxPV11JLDenGHKsRWyUmSvu2bhtqbKa1gm~zFLwDuRtx7t0Vx7EPufukmzhXnrrsN-VzcgBWGqQrNKpY92sL1VV95GxUPyiBI3TM-BvudCf1mjf~lRJlhakmj57TftmXxYNyEJvOSohz7YXhScTj28Fv7AI5tlhCjUAInXfKgpO1jSPvs7D1OTSx1VIawY3drA__&Key-Pair-Id=KK4HN3OO4AT5R,Prime Video:https,Prime Video:https
